texto,sentimiento,compañía
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
La app de @ClaroPY funciona aunque podría mejorar,neutro,@ClaroPY
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
Siempre resuelven mis consultas de forma amable en @ClaroPY,positivo,@ClaroPY
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
La conexión de @PersonalPy es decente para tareas básicas,neutro,@PersonalPy
"@ClaroPY tiene sus altibajos, pero no es tan mala",neutro,@ClaroPY
"Todo depende del lugar, con @PersonalPy es muy variable",neutro,@PersonalPy
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
Desde que contraté @PersonalPy todo es un desastre,negativo,@PersonalPy
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
@ClaroPY da soluciones rápidas incluso en fin de semana,positivo,@ClaroPY
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
Estoy feliz con el rendimiento de @ClaroPY,positivo,@ClaroPY
Llevo días sin internet gracias a @PersonalPy,negativo,@PersonalPy
"@TigoParaguay mejora constantemente su red, lo noto cada mes",positivo,@TigoParaguay
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
Todo el barrio tiene problemas con @PersonalPy,negativo,@PersonalPy
@PersonalPy es ideal para videollamadas y juegos online,positivo,@PersonalPy
"Excelente servicio de @PersonalPy, muy satisfecho",positivo,@PersonalPy
Decepcionado completamente con @PersonalPy,negativo,@PersonalPy
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
"No me puedo quejar demasiado de @ClaroPY, es aceptable",neutro,@ClaroPY
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
La señal de @ClaroPY es inestable todo el tiempo,negativo,@ClaroPY
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
"No es la mejor ni la peor, @ClaroPY está bien",neutro,@ClaroPY
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
El precio de @ClaroPY está dentro del promedio,neutro,@ClaroPY
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
La conexión de @PersonalPy es decente para tareas básicas,neutro,@PersonalPy
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
En mi zona @TigoParaguay funciona mejor que las demás,positivo,@TigoParaguay
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
"En general el servicio de @PersonalPy es estable, aunque sin destacar",neutro,@PersonalPy
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
Pude cambiar de plan fácilmente con @ClaroPY,positivo,@ClaroPY
Servicio muy profesional el de @TigoParaguay,positivo,@TigoParaguay
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
El precio de @PersonalPy está dentro del promedio,neutro,@PersonalPy
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
La app de @ClaroPY funciona aunque podría mejorar,neutro,@ClaroPY
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
Estoy satisfecho con la velocidad de respuesta de @ClaroPY,positivo,@ClaroPY
"@ClaroPY tiene sus altibajos, pero no es tan mala",neutro,@ClaroPY
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
Pude cambiar de plan fácilmente con @PersonalPy,positivo,@PersonalPy
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
Estoy satisfecho con la velocidad de respuesta de @PersonalPy,positivo,@PersonalPy
No tengo quejas ni elogios por @ClaroPY,neutro,@ClaroPY
Con @TigoParaguay no he tenido novedades importantes,neutro,@TigoParaguay
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
Las actualizaciones de la app de @TigoParaguay mejoran mucho la experiencia,positivo,@TigoParaguay
Servicio muy profesional el de @ClaroPY,positivo,@ClaroPY
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
"No es la mejor ni la peor, @ClaroPY está bien",neutro,@ClaroPY
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
Malísima atención al cliente en @TigoParaguay,negativo,@TigoParaguay
Estoy harto de los cortes con @TigoParaguay,negativo,@TigoParaguay
Estoy harto de los cortes con @TigoParaguay,negativo,@TigoParaguay
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
Ningún problema con @TigoParaguay en más de un año,positivo,@TigoParaguay
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
Todo el barrio tiene problemas con @TigoParaguay,negativo,@TigoParaguay
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
No tengo quejas ni elogios por @ClaroPY,neutro,@ClaroPY
Estoy feliz con el rendimiento de @TigoParaguay,positivo,@TigoParaguay
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
No noto diferencia importante desde que estoy con @TigoParaguay,neutro,@TigoParaguay
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
Gran cobertura y atención personalizada de @ClaroPY,positivo,@ClaroPY
Con @TigoParaguay no he tenido novedades importantes,neutro,@TigoParaguay
Estoy encantado con la estabilidad de @TigoParaguay,positivo,@TigoParaguay
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
"No me puedo quejar demasiado de @ClaroPY, es aceptable",neutro,@ClaroPY
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
Ningún problema con @TigoParaguay en más de un año,positivo,@TigoParaguay
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
"Con @PersonalPy tengo lo que espero, nada más",neutro,@PersonalPy
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
Malísima atención al cliente en @ClaroPY,negativo,@ClaroPY
@PersonalPy tiene la mejor relación calidad-precio,positivo,@PersonalPy
Ningún problema con @TigoParaguay en más de un año,positivo,@TigoParaguay
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
Las promociones de @ClaroPY son muy convenientes,positivo,@ClaroPY
"Todo depende del lugar, con @TigoParaguay es muy variable",neutro,@TigoParaguay
"No tuve grandes problemas con @PersonalPy, pero tampoco sorpresas",neutro,@PersonalPy
@ClaroPY tiene días buenos y otros no tanto,neutro,@ClaroPY
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
Mi experiencia con @TigoParaguay es neutra hasta ahora,neutro,@TigoParaguay
El precio de @ClaroPY está dentro del promedio,neutro,@ClaroPY
Ya hice varios reclamos a @ClaroPY y nadie responde,negativo,@ClaroPY
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
"Gracias @ClaroPY, resolvieron mi problema muy rápido",positivo,@ClaroPY
No puedo ni navegar con la lentitud de @ClaroPY,negativo,@ClaroPY
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
Con @PersonalPy el internet se cae cada rato,negativo,@PersonalPy
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
Con @ClaroPY tengo buena señal hasta en viajes largos,positivo,@ClaroPY
Estoy encantado con la estabilidad de @TigoParaguay,positivo,@TigoParaguay
@ClaroPY me resulta útil aunque algo limitada,neutro,@ClaroPY
Las promociones de @ClaroPY son muy convenientes,positivo,@ClaroPY
@ClaroPY tiene días buenos y otros no tanto,neutro,@ClaroPY
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
Todo el barrio tiene problemas con @PersonalPy,negativo,@PersonalPy
Cada vez que llamo a @ClaroPY me dejan esperando horas,negativo,@ClaroPY
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
@PersonalPy da soluciones rápidas incluso en fin de semana,positivo,@PersonalPy
@PersonalPy tiene la mejor relación calidad-precio,positivo,@PersonalPy
@ClaroPY da soluciones rápidas incluso en fin de semana,positivo,@ClaroPY
El internet de @PersonalPy no se cae nunca,positivo,@PersonalPy
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
"@TigoParaguay mejora constantemente su red, lo noto cada mes",positivo,@TigoParaguay
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
La app de @ClaroPY funciona aunque podría mejorar,neutro,@ClaroPY
No noto diferencia importante desde que estoy con @ClaroPY,neutro,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
@PersonalPy tiene días buenos y otros no tanto,neutro,@PersonalPy
El router que me dio @TigoParaguay vive fallando,negativo,@TigoParaguay
"No me puedo quejar demasiado de @ClaroPY, es aceptable",neutro,@ClaroPY
Ningún problema con @ClaroPY en más de un año,positivo,@ClaroPY
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
"Todo perfecto con @TigoParaguay, buena señal y atención",positivo,@TigoParaguay
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
El precio de @ClaroPY está dentro del promedio,neutro,@ClaroPY
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
"No me molesta usar @ClaroPY, pero tampoco me entusiasma",neutro,@ClaroPY
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
Muy buen trato por parte de los técnicos de @ClaroPY,positivo,@ClaroPY
"Servicio estándar de @PersonalPy, cumple con lo básico",neutro,@PersonalPy
Malísima atención al cliente en @PersonalPy,negativo,@PersonalPy
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
No tengo quejas ni elogios por @ClaroPY,neutro,@ClaroPY
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
La atención al cliente de @ClaroPY fue impecable,positivo,@ClaroPY
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
"Todo perfecto con @ClaroPY, buena señal y atención",positivo,@ClaroPY
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
El router que me dio @TigoParaguay vive fallando,negativo,@TigoParaguay
Estoy feliz con el rendimiento de @ClaroPY,positivo,@ClaroPY
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @TigoParaguay,positivo,@TigoParaguay
Estoy encantado con la estabilidad de @TigoParaguay,positivo,@TigoParaguay
"Todo depende del lugar, con @PersonalPy es muy variable",neutro,@PersonalPy
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
El router que me dio @PersonalPy vive fallando,negativo,@PersonalPy
Estoy harto de los cortes con @ClaroPY,negativo,@ClaroPY
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
@ClaroPY da soluciones rápidas incluso en fin de semana,positivo,@ClaroPY
Todo el barrio tiene problemas con @ClaroPY,negativo,@ClaroPY
El plan prometía mucho y @ClaroPY no cumplió nada,negativo,@ClaroPY
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
Uso @PersonalPy solo para cosas simples y me alcanza,neutro,@PersonalPy
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
Muy buen trato por parte de los técnicos de @TigoParaguay,positivo,@TigoParaguay
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
Desde que contraté @TigoParaguay todo es un desastre,negativo,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @PersonalPy,positivo,@PersonalPy
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
@TigoParaguay me da más dolores de cabeza que soluciones,negativo,@TigoParaguay
"Gracias @ClaroPY, resolvieron mi problema muy rápido",positivo,@ClaroPY
Las actualizaciones de la app de @PersonalPy mejoran mucho la experiencia,positivo,@PersonalPy
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
Gran cobertura y atención personalizada de @TigoParaguay,positivo,@TigoParaguay
"No hay mucha diferencia con otras, @ClaroPY es común",neutro,@ClaroPY
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
"En general el servicio de @PersonalPy es estable, aunque sin destacar",neutro,@PersonalPy
Cada mes tengo problemas con la facturación de @TigoParaguay,negativo,@TigoParaguay
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
La señal de @ClaroPY es inestable todo el tiempo,negativo,@ClaroPY
"No me molesta usar @ClaroPY, pero tampoco me entusiasma",neutro,@ClaroPY
Me quedé sin servicio de @ClaroPY justo en una videollamada,negativo,@ClaroPY
Nunca más vuelvo a contratar @TigoParaguay,negativo,@TigoParaguay
Pude cambiar de plan fácilmente con @TigoParaguay,positivo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
Pude cambiar de plan fácilmente con @PersonalPy,positivo,@PersonalPy
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
Desde que contraté @TigoParaguay todo es un desastre,negativo,@TigoParaguay
Mi conexión con @PersonalPy siempre es rápida,positivo,@PersonalPy
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
El plan prometía mucho y @PersonalPy no cumplió nada,negativo,@PersonalPy
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
La app de @TigoParaguay no sirve para nada,negativo,@TigoParaguay
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
Las actualizaciones de la app de @TigoParaguay mejoran mucho la experiencia,positivo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
Mi experiencia con @ClaroPY es neutra hasta ahora,neutro,@ClaroPY
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
La atención al cliente de @PersonalPy fue impecable,positivo,@PersonalPy
"No es la mejor ni la peor, @TigoParaguay está bien",neutro,@TigoParaguay
Gran cobertura y atención personalizada de @TigoParaguay,positivo,@TigoParaguay
"Algunas zonas tienen buena señal, otras no tanto con @ClaroPY",neutro,@ClaroPY
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
Todo el barrio tiene problemas con @ClaroPY,negativo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
La app de @PersonalPy funciona aunque podría mejorar,neutro,@PersonalPy
@TigoParaguay tiene el mejor internet que he probado,positivo,@TigoParaguay
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
Mi conexión con @TigoParaguay siempre es rápida,positivo,@TigoParaguay
"No hay mucha diferencia con otras, @ClaroPY es común",neutro,@ClaroPY
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Las facturas de @PersonalPy siempre vienen claras y sin errores,positivo,@PersonalPy
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
Es un servicio aceptable el de @PersonalPy,neutro,@PersonalPy
"Servicio estándar de @TigoParaguay, cumple con lo básico",neutro,@TigoParaguay
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
Llevo días sin internet gracias a @ClaroPY,negativo,@ClaroPY
Me quedé sin servicio de @ClaroPY justo en una videollamada,negativo,@ClaroPY
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
Con @PersonalPy no he tenido novedades importantes,neutro,@PersonalPy
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
"@ClaroPY mejora constantemente su red, lo noto cada mes",positivo,@ClaroPY
"Servicio estándar de @TigoParaguay, cumple con lo básico",neutro,@TigoParaguay
"@TigoParaguay mejora constantemente su red, lo noto cada mes",positivo,@TigoParaguay
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Cada vez que llamo a @ClaroPY me dejan esperando horas,negativo,@ClaroPY
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
Estoy harto de los cortes con @ClaroPY,negativo,@ClaroPY
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
"Servicio estándar de @TigoParaguay, cumple con lo básico",neutro,@TigoParaguay
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
Las actualizaciones de la app de @TigoParaguay mejoran mucho la experiencia,positivo,@TigoParaguay
"No hay mucha diferencia con otras, @TigoParaguay es común",neutro,@TigoParaguay
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
Mi conexión con @PersonalPy siempre es rápida,positivo,@PersonalPy
"@PersonalPy es una estafa, nada funciona bien",negativo,@PersonalPy
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
Decepcionado completamente con @PersonalPy,negativo,@PersonalPy
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
@ClaroPY tiene la mejor relación calidad-precio,positivo,@ClaroPY
Me quedé sin servicio de @ClaroPY justo en una videollamada,negativo,@ClaroPY
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
Ya hice varios reclamos a @ClaroPY y nadie responde,negativo,@ClaroPY
"@TigoParaguay tiene sus altibajos, pero no es tan mala",neutro,@TigoParaguay
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
Mi experiencia con @PersonalPy es neutra hasta ahora,neutro,@PersonalPy
Las facturas de @PersonalPy siempre vienen claras y sin errores,positivo,@PersonalPy
La app de @TigoParaguay funciona aunque podría mejorar,neutro,@TigoParaguay
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
La atención al cliente de @ClaroPY fue impecable,positivo,@ClaroPY
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
Uso @PersonalPy solo para cosas simples y me alcanza,neutro,@PersonalPy
Desde que contraté @TigoParaguay todo es un desastre,negativo,@TigoParaguay
Los cortes de servicio son frecuentes con @TigoParaguay,negativo,@TigoParaguay
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
Desde que contraté @PersonalPy todo es un desastre,negativo,@PersonalPy
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
@PersonalPy me cobra de más cada mes,negativo,@PersonalPy
Las promociones de @ClaroPY son muy convenientes,positivo,@ClaroPY
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
Las actualizaciones de la app de @PersonalPy mejoran mucho la experiencia,positivo,@PersonalPy
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
Gran cobertura y atención personalizada de @ClaroPY,positivo,@ClaroPY
Decepcionado completamente con @PersonalPy,negativo,@PersonalPy
@TigoParaguay me sorprendió con su velocidad,positivo,@TigoParaguay
@ClaroPY me sorprendió con su velocidad,positivo,@ClaroPY
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
La app de @TigoParaguay no sirve para nada,negativo,@TigoParaguay
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
"Servicio estándar de @TigoParaguay, cumple con lo básico",neutro,@TigoParaguay
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
"Excelente servicio de @PersonalPy, muy satisfecho",positivo,@PersonalPy
"Todo depende del lugar, con @PersonalPy es muy variable",neutro,@PersonalPy
